"Class","algorithm","max_iterations","G_Accuracy","G_Precision","G_Recall","G_F1","Accuracy","Precision","Recall","F1"
"Clinical History (CH)","arow",5,0.0250237363132812,0.0216307617486012,0.98082788671024,0.0423176529171519,0.998139359682206,0.993950983372714,0.996094921028706,0.995016800246597
"Clinical History (CH)","arow",10,0.0243005660250162,0.0216168280079264,0.98082788671024,0.0422908170444874,0.998828411964445,0.996695160388658,0.996818091316971,0.996747538804103
"Clinical History (CH)","arow",50,0.0251682449838014,0.02149488546419,0.974945533769063,0.0420521271976017,0.99875949991345,0.99698394084124,0.995661186038591,0.996306947453011
"Clinical History (CH)","arow",100,0.0269033934688451,0.0215289453247005,0.974945533769063,0.0421177109791864,0.998535538713206,0.996980700582108,0.993926037553547,0.995420278429107
"Clinical History (CH)","averaged-perceptron",5,0.304046741520558,0.0260369615984685,0.818771522946096,0.0503009929153949,0.838007755672029,0.997002937815079,0.709262385420021,0.814041169039715
"Clinical History (CH)","averaged-perceptron",10,0.0334141294165131,0.0209863821079711,0.943825989177033,0.0410481441496943,0.967789992180201,0.999708667152221,0.985968960122062,0.992785136346227
"Clinical History (CH)","averaged-perceptron",50,0.0261805407344906,0.0213865827936596,0.967924660903788,0.041837277009975,0.996123778461223,0.998402621281242,0.994359245406339,0.99637406756272
"Clinical History (CH)","averaged-perceptron",100,0.0253131752435373,0.0213678246988779,0.967924660903788,0.0418013732749755,0.996899092519536,0.998272338650818,0.995226610897292,0.996739749110071
"Clinical History (CH)","l2sgd",5,0.393619958644753,0.0327101161389447,0.581031155224704,0.0505918819588391,0.785058765900154,0.991442763224107,0.609845840138873,0.626206009903753
"Clinical History (CH)","l2sgd",10,0.393041087140509,0.0323824057075191,0.581031155224704,0.0502720441466364,0.800031785639846,0.993753475908792,0.610424711643117,0.628032460329128
"Clinical History (CH)","l2sgd",50,0.390148508662151,0.0326000816646528,0.594605815858188,0.0507016457621126,0.808903871381367,0.996491228070175,0.61389553378211,0.631145452388825
"Clinical History (CH)","l2sgd",100,0.380743312670105,0.0261987050200337,0.601057428761414,0.0446266186126026,0.810488635024503,0.997674418604651,0.623590165374735,0.646382709270386
"Clinical History (CH)","lbfgs",5,0.769424576348106,0.0201336358861314,0.193058055866405,0.0362202705409385,0.769535995176989,0.929200797997775,0.216979582067925,0.349457351989294
"Clinical History (CH)","lbfgs",10,0.0300865601082948,0.0204904618454841,0.922274661174092,0.0400793053127492,0.990369958526533,0.988189121331858,0.988428222325457,0.988295057241947
"Clinical History (CH)","lbfgs",50,0.022131473420088,0.0217138608141562,0.988235294117647,0.0424829650310329,0.995847118149191,0.999421756339364,0.999276829106548,0.999349214214081
"Clinical History (CH)","lbfgs",100,0.022131473420088,0.0217138608141562,0.988235294117647,0.0424829650310329,0.995847118149191,0.999421756339364,0.999276829106548,0.999349214214081
"Clinical History (CH)","passive-aggressive",5,0.0218421421572434,0.0214295688381808,0.974945533769063,0.0419264954622887,0.980205108505719,0.999421965016145,0.998987288865149,0.999204339017509
"Clinical History (CH)","passive-aggressive",10,0.0219868599575328,0.0214328220993127,0.974945533769063,0.0419327193245767,0.974824764997213,0.998988646927909,0.998842571064859,0.998915269186618
"Clinical History (CH)","passive-aggressive",50,0.0218422467977353,0.0214301014465234,0.974945533769063,0.0419274770508817,0.992073169529076,0.998988751417187,0.998987184224657,0.998987601898277
"Clinical History (CH)","passive-aggressive",100,0.0219868599575328,0.0214328220993127,0.974945533769063,0.0419327193245767,0.992279981379851,0.998988646927909,0.998842571064859,0.998915269186618
"Disparity Indicators (DI)","arow",5,0.0640161334008374,0.0639245980519445,0.998933060196744,0.120155368433575,0.998139359682206,0.999249437140343,0.999829176599469,0.99953904653079
