"Class","max_epochs","lstm_units","batch_size","G_Accuracy","G_Precision","G_Recall","G_F1","Accuracy","Precision","Recall","F1"
"Clinical History (CH)",5,32,16,0.976519720876229,NA,0,NA,0.607603037663262,0,0,NA
"Clinical History (CH)",5,32,32,0.976519848569602,0.5,0.00540540540540541,0.0263157894736842,0.599570552169231,0.119047619047619,0.000319616511263832,0.00159172934140536
"Clinical History (CH)",5,32,64,0.976519720876229,NA,0,NA,0.604833445807664,0,0,NA
"Clinical History (CH)",5,64,16,0.976200232058338,0,0,0,0.598749197790292,0.2,0.000319488817891374,0.00318217979315831
"Clinical History (CH)",5,64,32,0.976360103956836,0,0,0,0.607226932585618,0.25,0.000159616919393456,0.00159108989657916
"Clinical History (CH)",5,64,64,0.976519720876229,NA,0,NA,0.604369239521186,NA,0,NA
"Clinical History (CH)",10,32,16,0.97556112611821,0,0,0,0.604148243068697,0.261904761904762,0.000958594758019654,0.00317251454853649
"Clinical History (CH)",10,32,32,0.976200232058338,0,0,0,0.598800281156607,0.4,0.000319488817891374,0.00318217979315831
"Clinical History (CH)",10,32,64,0.976519720876229,NA,0,NA,0.608098441154273,0,0,NA
"Clinical History (CH)",10,64,16,0.976360103956836,0,0,0,0.601706308236508,0.25,0.000159616919393456,0.00159108989657916
"Clinical History (CH)",10,64,32,0.97620048683411,0.166666666666667,0.00540540540540541,0.0170940170940171,0.603874623267806,0.1875,0.000638978246755822,0.00211976883642651
"Clinical History (CH)",10,64,64,0.975720615751383,0,0,0,0.612524373411031,0.5,0.00079910512484581,0.00397962492842629
"Clinical History (CH)",50,32,16,0.97588125279199,0,0,0,0.614130656055512,0.311111111111111,0.000638468084239061,0.00317462117132183
"Clinical History (CH)",50,32,32,0.976040742425164,0,0,0,0.611003528841746,0.166666666666667,0.000478978451065217,0.00238347591288768
"Clinical History (CH)",50,32,64,0.976040742425164,0,0,0,0.612507001871921,0.267857142857143,0.000478978451065217,0.00238347491069072
"Clinical History (CH)",50,64,16,0.975401254219224,0,0,0,0.613771759100388,0.383333333333333,0.00111846665700518,0.00370623592456043
"Clinical History (CH)",50,64,32,0.975880998219551,0,0,0,0.608799212685571,0.228571428571429,0.000638722656678285,0.00317838747030916
"Clinical History (CH)",50,64,64,0.976200232058338,0,0,0,0.613823510113314,0.2,0.000319488817891374,0.00318217979315831
"Disparity Indicators (DI)",5,32,16,0.0711084318785109,0.0613015352986348,0.959925711597343,0.115235590332694,0.607603037663262,0.583512698125319,0.986848090891729,0.733379252300214
"Disparity Indicators (DI)",5,32,32,0.0813343845489003,0.062018457766248,0.959925711597343,0.11648919297936,0.599570552169231,0.576558045653158,0.97662213822134,0.724989720909128
"Disparity Indicators (DI)",5,32,64,0.0644149978733673,0.061198836502169,0.965715185281553,0.115097709698988,0.604833445807664,0.577804400796524,0.994281518169661,0.730846083161761
"Disparity Indicators (DI)",5,64,16,0.0722508814665027,0.0614001933858456,0.959925711597343,0.1154045465628,0.598749197790292,0.577600490082001,0.985705641303738,0.728346829659826
"Disparity Indicators (DI)",5,64,32,0.0719140232879223,0.0613684644948354,0.959925711597343,0.115350247599796,0.607226932585618,0.580119962105253,0.986042499482318,0.730449137186007
"Disparity Indicators (DI)",5,64,64,0.072225028908785,0.0613533521140032,0.959925711597343,0.115331431796083,0.604369239521186,0.578882885833502,0.985731493861455,0.729361308276443
"Disparity Indicators (DI)",10,32,16,0.0707708727933693,0.0615071204394474,0.964370156041787,0.115632358751605,0.604148243068697,0.578307214145063,0.987724279837164,0.72945265249639
