"Class","max_epochs","lstm_units","batch_size","G_Accuracy","G_Precision","G_Recall","G_F1","Accuracy","Precision","Recall","F1"
"Clinical History (CH)",5,32,16,0.443834784275628,1,0.443834784275628,0.60228701518608,0.575117256988112,0.468968994178466,0.443834784275628,0.442566348099401
"Clinical History (CH)",5,32,32,0.387460337021372,1,0.387460337021372,0.515512725160256,0.5465590769024,0.386807442526064,0.387460337021372,0.367373275448169
"Clinical History (CH)",5,32,64,0.395270508910648,1,0.395270508910648,0.523047096233048,0.548899513146168,0.354047184199616,0.395270508910648,0.355747167739009
"Clinical History (CH)",5,64,16,0.40703090134964,1,0.40703090134964,0.54839178084878,0.561506225190016,0.398693920171885,0.40703090134964,0.378288403643518
"Clinical History (CH)",5,64,32,0.372646213809035,1,0.372646213809035,0.540217270309741,0.564227364871674,0.520435176145801,0.372646213809035,0.42188222886967
"Clinical History (CH)",5,64,64,0.315757579414784,1,0.315757579414784,0.429188272815004,0.530851533417159,0.365542072022951,0.315757579414784,0.293249394004764
"Clinical History (CH)",10,32,16,0.516363471096964,1,0.516363471096964,0.668759485105551,0.567160900679367,0.4659254143098,0.516363471096964,0.476656435990785
"Clinical History (CH)",10,32,32,0.434871998182797,1,0.434871998182797,0.592104647350018,0.567235802144253,0.493400361365718,0.434871998182797,0.436599049209153
"Clinical History (CH)",10,32,64,0.464705544917752,1,0.464705544917752,0.618863125469454,0.574003255338157,0.474249862310825,0.464705544917752,0.455459765271211
"Clinical History (CH)",10,64,16,0.524841040491864,1,0.524841040491864,0.671179046710522,0.566701382564612,0.470033704702345,0.524841040491864,0.478916645666734
"Clinical History (CH)",10,64,32,0.520086647168038,1,0.520086647168038,0.672696796476769,0.561791005177918,0.420382368034107,0.520086647168038,0.460043364857819
"Clinical History (CH)",10,64,64,0.326911452502286,1,0.326911452502286,0.445519109750407,0.561239867597076,0.36662395367195,0.326911452502286,0.320426412236073
"Clinical History (CH)",50,32,16,0.340609317137096,1,0.340609317137096,0.473060873754173,0.560264561881638,0.35333409919911,0.340609317137096,0.335704701708017
"Clinical History (CH)",50,32,32,0.451773406633501,1,0.451773406633501,0.610166822275893,0.563987949964179,0.390148289380243,0.451773406633501,0.41086528559088
"Clinical History (CH)",50,32,64,0.458359109189645,1,0.458359109189645,0.61506327098771,0.570016934912266,0.451716842462417,0.458359109189645,0.435123087360343
"Clinical History (CH)",50,64,16,0.535311734029594,1,0.535311734029594,0.685175202380535,0.562826027716166,0.450137951496915,0.535311734029594,0.477617411852407
"Clinical History (CH)",50,64,32,0.548495218524487,1,0.548495218524487,0.696190359144821,0.566390887408726,0.417439974240422,0.548495218524487,0.453564753214616
"Clinical History (CH)",50,64,64,0.399939022723624,1,0.399939022723624,0.546906990969414,0.566090678477338,0.432084755046019,0.399939022723624,0.402323336758051
"Disparity Indicators (DI)",5,32,16,0.943213207889343,0.999832273998018,0.943361338492197,0.96904515406837,0.575117256988112,0.656081843394131,0.943370233207399,0.772950525080662
"Disparity Indicators (DI)",5,32,32,0.941547919842608,0.999832032580595,0.941695788783237,0.968238812898637,0.5465590769024,0.618459420329064,0.941704945160664,0.743599449697906
"Disparity Indicators (DI)",5,32,64,0.929867875698711,0.999829953269973,0.930013910703228,0.962026634369413,0.548899513146168,0.648688194247193,0.930024901016767,0.763549440805039
"Disparity Indicators (DI)",5,64,16,0.936461790054488,0.999831137298897,0.936608860452675,0.965547588727834,0.561506225190016,0.660263435346688,0.936618815372544,0.772985033557031
"Disparity Indicators (DI)",5,64,32,0.947232677189141,0.999832923152995,0.947381438990061,0.971083628517006,0.564227364871674,0.620099708973048,0.947389702507197,0.747372721036408
"Disparity Indicators (DI)",5,64,64,0.925972422028818,0.999829271209173,0.926117845059883,0.959976025556008,0.530851533417159,0.613980425653859,0.926129447346874,0.736998951935536
"Disparity Indicators (DI)",10,32,16,0.944028617005812,0.999832409549961,0.944176875492309,0.969464961944057,0.567160900679367,0.646858433983628,0.944185642323868,0.765600865933537
"Disparity Indicators (DI)",10,32,32,0.947358275745532,0.999832943945411,0.947507057268295,0.971148092231058,0.567235802144253,0.652469854253755,0.947515301063587,0.770386899187268
"Disparity Indicators (DI)",10,32,64,0.944092432273302,0.999832420771316,0.944240700939886,0.969498520772396,0.574003255338157,0.645402481511846,0.944249457591357,0.763665419679474
"Disparity Indicators (DI)",10,64,16,0.947484022243622,0.999832989844176,0.947632823534701,0.971244726270682,0.566701382564612,0.629908177593564,0.947641047561678,0.755319327027849
"Disparity Indicators (DI)",10,64,32,0.939663754136138,0.999831702173485,0.939811327190271,0.967247622023452,0.561791005177918,0.653972408197954,0.939820779454194,0.77049862787405
"Disparity Indicators (DI)",10,64,64,0.943684781704698,0.999832299855745,0.94383298644638,0.969208285247932,0.561239867597076,0.641287731406187,0.943841807022754,0.762284939022972
"Disparity Indicators (DI)",50,32,16,0.947295466607963,0.999832934463734,0.947444238266709,0.971117262484575,0.560264561881638,0.644664611960179,0.947452491926019,0.766155122068071
"Disparity Indicators (DI)",50,32,32,0.942993353705681,0.999832239299013,0.943141449777495,0.968934934146134,0.563987949964179,0.65828420878012,0.943150379023737,0.774310497271585
"Disparity Indicators (DI)",50,32,64,0.947075686388183,0.99983289652288,0.947224423539122,0.971002073117026,0.570016934912266,0.647311651892942,0.947232711706239,0.767138567009445
"Disparity Indicators (DI)",50,64,16,0.936744399139874,0.999831184105809,0.936891513916083,0.965692671768277,0.562826027716166,0.648813150520711,0.93690142445793,0.765456964961196
"Disparity Indicators (DI)",50,64,32,0.947264069433709,0.999832929048963,0.947412836162768,0.971100814793609,0.566390887408726,0.663785801885555,0.947421094751765,0.779343231411816
"Disparity Indicators (DI)",50,64,64,0.947201240563457,0.99983291865757,0.947349997422298,0.971068590441996,0.566090678477338,0.640545813018269,0.947358265881513,0.763033084585832
"Preventive Behaviors (PB)",5,32,16,0.125934739034435,1,0.125934739034435,0.262820751408556,0.575117256988112,0.347022810282616,0.125934739034435,0.21383323333754
"Preventive Behaviors (PB)",5,32,32,0.107331330762046,1,0.107331330762046,0.224582759011431,0.5465590769024,0.343503735474236,0.107331330762046,0.179274146029478
"Preventive Behaviors (PB)",5,32,64,0.122389896597736,1,0.122389896597736,0.256846439644161,0.548899513146168,0.337746122045218,0.122389896597736,0.207074132709088
"Preventive Behaviors (PB)",5,64,16,0.0958317504820377,1,0.0958317504820377,0.202365863763676,0.561506225190016,0.357834370874223,0.0958317504820377,0.159678693420665
"Preventive Behaviors (PB)",5,64,32,0.107850736061172,1,0.107850736061172,0.225323760979681,0.564227364871674,0.339548075634228,0.107850736061172,0.177813297573248
"Preventive Behaviors (PB)",5,64,64,0.107850810795566,1,0.107850810795566,0.22510480722732,0.530851533417159,0.357706682610418,0.107850810795566,0.174410774555195
"Preventive Behaviors (PB)",10,32,16,0.119879413564828,1,0.119879413564828,0.253631779016074,0.567160900679367,0.337463644660275,0.119879413564828,0.207808519678016
"Preventive Behaviors (PB)",10,32,32,0.121777515237289,1,0.121777515237289,0.255519548437178,0.567235802144253,0.346147266762711,0.121777515237289,0.204142217158041
"Preventive Behaviors (PB)",10,32,64,0.109493511821959,1,0.109493511821959,0.228134789911083,0.574003255338157,0.365502107456349,0.109493511821959,0.179173247503422
"Preventive Behaviors (PB)",10,64,16,0.107937241251483,1,0.107937241251483,0.225458003352194,0.566701382564612,0.336841991175295,0.107937241251483,0.176383976583307
"Preventive Behaviors (PB)",10,64,32,0.120050888588988,1,0.120050888588988,0.251144286007106,0.561791005177918,0.303348827150579,0.120050888588988,0.196298069171873
"Preventive Behaviors (PB)",10,64,64,0.109839532583205,1,0.109839532583205,0.228670845876995,0.561239867597076,0.362062151865617,0.109839532583205,0.176911846557473
"Preventive Behaviors (PB)",50,32,16,0.108195672170344,1,0.108195672170344,0.226227153213575,0.560264561881638,0.367100481303297,0.108195672170344,0.179269585296941
"Preventive Behaviors (PB)",50,32,32,0.109407006631648,1,0.109407006631648,0.22800054753857,0.563987949964179,0.366448769318107,0.109407006631648,0.179593327307124
"Preventive Behaviors (PB)",50,32,64,0.108368757414827,1,0.108368757414827,0.226629038090165,0.570016934912266,0.342377817930303,0.108368757414827,0.179615872871342
"Preventive Behaviors (PB)",50,64,16,0.105256215206701,1,0.105256215206701,0.219813244089816,0.562826027716166,0.347429199965184,0.105256215206701,0.175181640070728
"Preventive Behaviors (PB)",50,64,32,0.108540795342066,1,0.108540795342066,0.227101166058904,0.566390887408726,0.365843405063184,0.108540795342066,0.178467896121866
"Preventive Behaviors (PB)",50,64,64,0.109407006631648,1,0.109407006631648,0.22800054753857,0.566090678477338,0.363923647827659,0.109407006631648,0.178386391995207
"Risk Indicator (RI)",5,32,16,0.00793703263152689,1,0.00793703263152689,0.026072477774975,0.575117256988112,0.0495793690076812,0.00793703263152689,0.0227999081355531
"Risk Indicator (RI)",5,32,32,0.00692516357805793,1,0.00692516357805793,0.0171203252680984,0.5465590769024,0.0692940685045948,0.00692516357805793,0.0151320811245331
"Risk Indicator (RI)",5,32,64,0.0040377064088632,1,0.0040377064088632,0.0133483882954568,0.548899513146168,0.0737061103511172,0.0040377064088632,0.0122786211642782
"Risk Indicator (RI)",5,64,16,0.0165628338180599,1,0.0165628338180599,0.077449583279354,0.561506225190016,0.110165078373171,0.0165628338180599,0.0662167376864783
"Risk Indicator (RI)",5,64,32,0.0064921636042229,1,0.0064921636042229,0.0160675703391044,0.564227364871674,0.0912486870672407,0.0064921636042229,0.0143951567447153
"Risk Indicator (RI)",5,64,64,0.00317190509235795,1,0.00317190509235795,0.0157337692738674,0.530851533417159,0.134920634920635,0.00317190509235795,0.0146942746277237
"Risk Indicator (RI)",10,32,16,0.0112541677620192,1,0.0112541677620192,0.0366188447064506,0.567160900679367,0.0515119549929677,0.0112541677620192,0.0291320456090174
"Risk Indicator (RI)",10,32,32,0.00433171351304923,1,0.00433171351304923,0.0142785073146201,0.567235802144253,0.049149819252912,0.00433171351304923,0.0127047585969538
"Risk Indicator (RI)",10,32,64,0.00115523465703971,1,0.00115523465703971,0.0114860014357502,0.574003255338157,0.0159680638722555,0.00115523465703971,0.0103092783505155
"Risk Indicator (RI)",10,64,16,0.00605957528410754,1,0.00605957528410754,0.0149915357322178,0.566701382564612,0.160710585055713,0.00605957528410754,0.0135154764970992
"Risk Indicator (RI)",10,64,32,0.00548008632532909,1,0.00548008632532909,0.0135844153077502,0.561791005177918,0.0643964293806523,0.00548008632532909,0.0123343105869839
"Risk Indicator (RI)",10,64,64,0.0024525855651011,1,0.0024525855651011,0.00813215501439634,0.561239867597076,0.215308967737106,0.0024525855651011,0.00743317095842164
"Risk Indicator (RI)",50,32,16,0.00663136469929675,1,0.00663136469929675,0.0218298744324152,0.560264561881638,0.0745621237000547,0.00663136469929675,0.0197909795112322
"Risk Indicator (RI)",50,32,32,0.00173243553470988,1,0.00173243553470988,0.00860834359057727,0.563987949964179,0.0329485329485329,0.00173243553470988,0.00759360018925294
"Risk Indicator (RI)",50,32,64,0.00836525541341553,1,0.00836525541341553,0.0206594039352932,0.570016934912266,0.0872582108270949,0.00836525541341553,0.0183467056371486
"Risk Indicator (RI)",50,64,16,0.00721563564715161,1,0.00721563564715161,0.0237278578250605,0.562826027716166,0.0668246795439778,0.00721563564715161,0.0211719445210893
"Risk Indicator (RI)",50,64,32,0.00375222455427078,1,0.00375222455427078,0.00932621530928303,0.566390887408726,0.0421305491893727,0.00375222455427078,0.00831327684558746
"Risk Indicator (RI)",50,64,64,0.00274097777851134,1,0.00274097777851134,0.0090879421088587,0.566090678477338,0.041562900358198,0.00274097777851134,0.00823205281363227
"Risk Perception (RP)",5,32,16,0.291378210807957,1,0.291378210807957,0.381056971512802,0.575117256988112,0.301661223220889,0.291378210807957,0.264109831362149
"Risk Perception (RP)",5,32,32,0.0924517091996969,1,0.0924517091996969,0.22110807606032,0.5465590769024,0.161119798528904,0.0924517091996969,0.156659450740028
"Risk Perception (RP)",5,32,64,0.147540787140452,1,0.147540787140452,0.216410186642742,0.548899513146168,0.135458738017101,0.147540787140452,0.138585485534073
"Risk Perception (RP)",5,64,16,0.277487267429184,1,0.277487267429184,0.346533099768077,0.561506225190016,0.197219609158748,0.277487267429184,0.224410946958003
"Risk Perception (RP)",5,64,32,0.282730737102487,1,0.282730737102487,0.6158620235835,0.564227364871674,0.446468418243241,0.282730737102487,0.439238438917888
"Risk Perception (RP)",5,64,64,0.106222310186335,1,0.106222310186335,0.244689068698869,0.530851533417159,0.0740170173246875,0.106222310186335,0.124402653096745
