"Class","algorithm","max_iterations","G_Accuracy","G_Precision","G_Recall","G_F1","Accuracy","Precision","Recall","F1"
"Clinical History (CH)","arow",5,0.0216372994919577,0.0200037596610052,0.987464387464387,0.0391880093116171,0.998304614105305,0.998078222847753,0.998080614098698,0.99807802899629
"Clinical History (CH)","arow",10,0.0211252178337917,0.019870631632373,0.977480490523969,0.0389251087908367,0.998508668633386,0.997824848715114,0.998336614020155,0.998079710252
"Clinical History (CH)","arow",50,0.0218931357829124,0.0201314256106082,0.994871794871795,0.0394390328858533,0.9990423787044,0.997695319380398,0.998080532283447,0.997885903359481
"Clinical History (CH)","arow",100,0.0211252178337917,0.0201205881050422,0.994871794871795,0.0394179443623846,0.999340612432962,0.997826412022044,0.998848450232567,0.998336900268539
"Clinical History (CH)","averaged-perceptron",5,0.336748585772533,0.0266923798964542,0.806608791416976,0.0507669220464595,0.825273887049252,0.99011242685579,0.675280630068055,0.770014891576272
"Clinical History (CH)","averaged-perceptron",10,0.0499516041691839,0.0196158598605267,0.935266408309887,0.0384002227383282,0.950532849663359,0.994189656620824,0.967718309002242,0.980447317404577
"Clinical History (CH)","averaged-perceptron",50,0.0220242114725006,0.0195260059910472,0.957537470580949,0.0382472717089884,0.997346932333303,0.996299647979044,0.996670029483817,0.996479681002152
"Clinical History (CH)","averaged-perceptron",100,0.020229831827833,0.0194887505001099,0.957537470580949,0.0381758239752256,0.998665610107106,0.995792660875343,0.998464409128484,0.997125431150667
"Clinical History (CH)","l2sgd",5,0.40946786560504,0.0316544618852933,0.580633067794193,0.0497573769850405,0.782807489612193,0.989404300261411,0.594113911479043,0.617707042373098
"Clinical History (CH)","l2sgd",10,0.39205429326189,0.0312195078455891,0.580633067794193,0.0489316246136046,0.800953458310612,0.989006091618954,0.611527483822193,0.626632938142489
"Clinical History (CH)","l2sgd",50,0.391158825650194,0.0315789835340671,0.59777592493705,0.0496353767172185,0.806431510002611,0.991052822844146,0.613191197272557,0.628490139442209
"Clinical History (CH)","l2sgd",100,0.385268441284611,0.0269562272094717,0.59777592493705,0.045067889657106,0.807342216715326,0.993513721946373,0.61908158163814,0.638161062137309
"Clinical History (CH)","lbfgs",5,0.799644178949568,0.0295495953240921,0.284881152758391,0.0533530026478546,0.757122937660063,0.962172274484231,0.191392209878029,0.319178374616361
"Clinical History (CH)","lbfgs",10,0.0199731766510656,0.0186193053443499,0.918541564526219,0.0364752032355019,0.991475757442592,0.993243668418657,0.996928162371505,0.995080786190452
"Clinical History (CH)","lbfgs",50,0.0206136272766477,0.0199890037169832,0.985185185185185,0.0391574215053377,0.999591850263763,0.998083063435576,0.999104613784527,0.998592654129146
"Clinical History (CH)","lbfgs",100,0.0206136272766477,0.0199890037169832,0.985185185185185,0.0391574215053377,0.999591850263763,0.998083063435576,0.999104613784527,0.998592654129146
"Clinical History (CH)","passive-aggressive",5,0.020357545435182,0.0198609606356085,0.976894409937888,0.0389056585975802,0.968493420705346,0.998721878696338,0.999104286418765,0.99891244969541
"Clinical History (CH)","passive-aggressive",10,0.0201017909594787,0.0198565397835957,0.976894409937888,0.0388971146283764,0.990612465377333,0.998594409907806,0.999360040894468,0.998976531366846
"Clinical History (CH)","passive-aggressive",50,0.0203577090656847,0.0201091744728501,0.994285714285714,0.0393951507415744,0.999686057803462,0.998212001975866,0.999615959000674,0.998913021984071
"Clinical History (CH)","passive-aggressive",100,0.0203577090656847,0.0201091744728501,0.994285714285714,0.0393951507415744,0.999686050412413,0.998340124973944,0.999615959000674,0.998977021944686
"Disparity Indicators (DI)","arow",5,0.0626842598987036,0.062398017907529,0.998020177110932,0.117444352886034,0.998304614105305,0.999497802734532,0.999560326112622,0.999528968382812
"Disparity Indicators (DI)","arow",10,0.0626528429964102,0.0623685278250946,0.997513847997008,0.117388606328246,0.998508668633386,0.999466351299641,0.999528909210329,0.999497534217127
"Disparity Indicators (DI)","arow",50,0.0627156521618476,0.0623723684401929,0.997513847997008,0.117395420846861,0.9990423787044,0.999654778679765,0.999466100044891,0.999560284115739
"Disparity Indicators (DI)","arow",100,0.0626214014549673,0.0623665398796629,0.997513847997008,0.117385087076146,0.999340612432962,0.999560587194223,0.999560350751772,0.999560343354501
"Disparity Indicators (DI)","averaged-perceptron",5,0.063218100697549,0.0625133957917563,0.999501246882793,0.11765908233359,0.825273887049252,0.748768795973582,0.999214828968233,0.854770736662747
"Disparity Indicators (DI)","averaged-perceptron",10,0.0632809542069517,0.0625445729274186,1,0.117717821232984,0.950532849663359,0.913254644845991,0.99921479939475,0.953989734144894
"Disparity Indicators (DI)","averaged-perceptron",50,0.0630297323807217,0.0623917564829223,0.997521423993726,0.117429867005768,0.997346932333303,0.996743782848945,0.999152029694685,0.997945816256081
"Disparity Indicators (DI)","averaged-perceptron",100,0.0629041288807181,0.062411276540921,0.99802775310765,0.117467986621746,0.998665610107106,0.999215075294758,0.999340466999275,0.999277684963557
"Disparity Indicators (DI)","l2sgd",5,0.0630608584825179,0.0625318229350194,1,0.117695033244234,0.782807489612193,0.762637065358403,0.999434895119184,0.847620804507781
"Disparity Indicators (DI)","l2sgd",10,0.0629667112990878,0.0625258702585015,1,0.117684500275584,0.800953458310612,0.792591124444006,0.999529042302614,0.86416297132867
"Disparity Indicators (DI)","l2sgd",50,0.0629983352482816,0.0625276552064772,1,0.117687704344025,0.806431510002611,0.802310631090032,0.99949741835342,0.869079309008902
"Disparity Indicators (DI)","l2sgd",100,0.0629355014436948,0.0625237454232891,1,0.117680772923868,0.807342216715326,0.802988301409008,0.999560252158007,0.869563937044635
"Disparity Indicators (DI)","lbfgs",5,0.120155080094285,0.0663122468807061,1,0.124369646280884,0.757122937660063,0.868061708908658,0.942340673507416,0.903667337854252
"Disparity Indicators (DI)","lbfgs",10,0.0639089964529519,0.0625838707732336,1,0.117787440105556,0.991475757442592,0.988039769160538,0.99858675714875,0.99328450703504
"Disparity Indicators (DI)","lbfgs",50,0.0623387775433697,0.0622386676771098,0.995525208431828,0.117144837633394,0.999591850263763,0.999748911270703,0.99959173805736,0.999670232228945
"Disparity Indicators (DI)","lbfgs",100,0.0623387775433697,0.0622386676771098,0.995525208431828,0.117144837633394,0.999591850263763,0.999748911270703,0.99959173805736,0.999670232228945
