"Class","algorithm","max_iterations","G_Accuracy","G_Precision","G_Recall","G_F1","Accuracy","Precision","Recall","F1"
"Clinical History (CH)","arow",5,0.0306772399292388,0.0230423544431704,0.976450216450216,0.0450028759680014,0.997743477046417,0.99435034003012,0.991524593713461,0.992929904255061
"Clinical History (CH)","arow",10,0.0295564737680257,0.0233184130192903,0.988571428571429,0.0455426665554082,0.998290504639824,0.994381718673782,0.993283827552248,0.99383123019412
"Clinical History (CH)","arow",50,0.0285971112182249,0.0232957206130303,0.988571428571429,0.0454993201250245,0.998683732790322,0.996617418611636,0.994243190102049,0.995423073550423
"Clinical History (CH)","arow",100,0.0281171112182249,0.0232840969783064,0.988571428571429,0.045477136914655,0.998871769920879,0.996303326930821,0.994723190102049,0.995510020937557
"Clinical History (CH)","averaged-perceptron",5,0.452352646571733,0.0292764556986794,0.584465741155396,0.0545834826445011,0.804726415790841,0.984683044357879,0.552604920936718,0.652182305641145
"Clinical History (CH)","averaged-perceptron",10,0.126183373261134,0.0242319038254649,0.913435438125093,0.0471897610632162,0.952537322862909,0.985418348302071,0.893143307446979,0.932023886088105
"Clinical History (CH)","averaged-perceptron",50,0.0253943035867816,0.0224548504055606,0.957021645021645,0.0438612927037022,0.996889719494632,0.997767135948816,0.995849827320534,0.996803063364485
"Clinical History (CH)","averaged-perceptron",100,0.0253944314844634,0.0226091935353206,0.965021645021645,0.0441641001047901,0.998154272393393,0.998403057895184,0.996168424522454,0.99728210515241
"Clinical History (CH)","l2sgd",5,0.134401974176698,0.0211238282435692,0.787508583370652,0.0409662867596872,0.953363534995403,0.982490870438714,0.878538242862765,0.912112180678076
"Clinical History (CH)","l2sgd",10,0.0241155776748263,0.0208968244469171,0.884478280340349,0.040810463279252,0.988052789472379,0.988498167494946,0.993932380785227,0.991185033598297
"Clinical History (CH)","l2sgd",50,0.0223590266241849,0.0208534159342316,0.884478280340349,0.0407282171302875,0.99856436820073,0.998882042073383,0.995688931835868,0.997281655302915
"Clinical History (CH)","l2sgd",100,0.0229977502980154,0.0214811022504533,0.914538886400955,0.0419575789833178,0.998820750731695,0.999839743589744,0.996327655509699,0.998079676359141
"Clinical History (CH)","lbfgs",5,0.859613488252987,0.0190888596545657,0.108506941334528,0.0323227651622273,0.705187554869786,0.838319153514659,0.121696514259653,0.212481297053689
"Clinical History (CH)","lbfgs",10,0.0225187710331306,0.0208574062493506,0.884478280340349,0.0407357677836016,0.988532214878564,0.971645075840883,0.995529187426922,0.98343695311095
"Clinical History (CH)","lbfgs",50,0.0234785160510989,0.0227178505237098,0.970735930735931,0.0443775146071709,0.9995557380463,0.99888178791348,0.99840382877371,0.998642394650723
"Clinical History (CH)","lbfgs",100,0.0234785160510989,0.0227178505237098,0.970735930735931,0.0443775146071709,0.9995557380463,0.99888178791348,0.99840382877371,0.998642394650723
"Clinical History (CH)","passive-aggressive",5,0.0231597909514973,0.0225581061147641,0.962735930735931,0.0440642804646493,0.992939831526303,0.989604932480582,0.99840382877371,0.993885706354715
"Clinical History (CH)","passive-aggressive",10,0.0231604284016965,0.0225587613374882,0.962735930735931,0.0440654948356926,0.999487337146326,0.998721660628238,0.998403191323511,0.998561980245512
"Clinical History (CH)","passive-aggressive",50,0.0234799172195879,0.022870556209283,0.974164502164502,0.0446725351200456,0.999658202861914,0.998881788525919,0.998722680141402,0.998801884207281
"Clinical History (CH)","passive-aggressive",100,0.0233199172195879,0.0228668412373054,0.974164502164502,0.0446654384176874,0.999675299801561,0.998563318813063,0.998882680141402,0.998722680676919
"Disparity Indicators (DI)","arow",5,0.063406448699981,0.062910780501011,0.997869641294838,0.118356362477552,0.997743477046417,0.999360829387703,0.999327176984064,0.999343908545955
"Disparity Indicators (DI)","arow",10,0.063002748111251,0.0628850341491203,0.997869641294838,0.118310893867821,0.998290504639824,0.999697394203368,0.999730877572794,0.999714106204801
"Disparity Indicators (DI)","arow",50,0.063002748111251,0.0628850341491203,0.997869641294838,0.118310893867821,0.998683732790322,0.999730990680838,0.999730877572794,0.999730911506724
"Disparity Indicators (DI)","arow",100,0.063002748111251,0.0628850341491203,0.997869641294838,0.118310893867821,0.998871769920879,0.999899063533263,0.999730877572794,0.999814957820073
"Disparity Indicators (DI)","averaged-perceptron",5,0.0632718931585301,0.0630199124408338,1,0.118564527999332,0.804726415790841,0.727188763701752,0.999730843623647,0.841144766526505
"Disparity Indicators (DI)","averaged-perceptron",10,0.0632382288074993,0.0629295621917404,0.998427938022107,0.118393553526705,0.952537322862909,0.924203709908326,0.999562635037395,0.959904250204973
"Disparity Indicators (DI)","averaged-perceptron",50,0.0632045870917718,0.0628978092354017,0.997872382466552,0.118333503784609,0.996889719494632,0.995614547096558,0.999529015949355,0.99756708417148
"Disparity Indicators (DI)","averaged-perceptron",100,0.0631372923388577,0.0628935211424268,0.997872382466552,0.118325925298477,0.998154272393393,0.997986409919829,0.99959631070227,0.998790349935092
"Disparity Indicators (DI)","l2sgd",5,0.083382918724892,0.0632911283689612,0.981666666666667,0.118910059712805,0.953363534995403,0.942967089620774,0.977400211532987,0.95791225785231
"Disparity Indicators (DI)","l2sgd",10,0.0631036732508186,0.0629796159959603,0.999444444444444,0.118489368918351,0.988052789472379,0.980018803763581,0.999831802727592,0.989761266403919
"Disparity Indicators (DI)","l2sgd",50,0.0631373036527019,0.0629816478559782,0.999444444444444,0.118492981795086,0.99856436820073,0.997651128314126,0.999798172325708,0.998723335123784
"Disparity Indicators (DI)","l2sgd",100,0.0632046097270751,0.0629859883551016,0.999444444444444,0.11850064314061,0.998820750731695,0.998019530005401,0.999730866251335,0.998874278159678
"Disparity Indicators (DI)","lbfgs",5,0.102526325648264,0.0655646108843839,0.999444444444444,0.123053318686502,0.705187554869786,0.862383517355782,0.960409150330147,0.908753266070205
"Disparity Indicators (DI)","lbfgs",10,0.0636755598361718,0.0630159178938126,0.999444444444444,0.118553563036738,0.988532214878564,0.984034341518551,0.999259916142239,0.991588575756887
"Disparity Indicators (DI)","lbfgs",50,0.0631036845722777,0.0629796634637684,0.999444444444444,0.118489442983286,0.9995557380463,0.999428814097786,0.999831791406133,0.999630189847141
"Disparity Indicators (DI)","lbfgs",100,0.0631036845722777,0.0629796634637684,0.999444444444444,0.118489442983286,0.9995557380463,0.999428814097786,0.999831791406133,0.999630189847141
"Disparity Indicators (DI)","passive-aggressive",5,0.0656604210488646,0.0630861330143924,0.99839457567804,0.118669663054479,0.992939831526303,0.989448165230306,0.997140488066636,0.993254873398414
"Disparity Indicators (DI)","passive-aggressive",10,0.0632045644869127,0.06292723921967,0.99839457567804,0.11838926476925,0.999487337146326,0.999596553829192,0.999596344628588,0.999596406799561
"Disparity Indicators (DI)","passive-aggressive",50,0.0630699976163878,0.0629187430228262,0.99839457567804,0.118374236884338,0.999658202861914,0.999798217571582,0.999730911499113,0.999764550387566
"Disparity Indicators (DI)","passive-aggressive",100,0.0630699976163878,0.0629187430228262,0.99839457567804,0.118374236884338,0.999675299801561,0.999798217571582,0.999730911499113,0.999764550387566
"Preventive Behaviors (PB)","arow",5,0.0467553687721934,0.0430488041056244,0.998076923076923,0.0825017347876457,0.997743477046417,0.996403357697082,0.996052081293233,0.996227341833362
"Preventive Behaviors (PB)","arow",10,0.046396503669501,0.0430353399198493,0.998076923076923,0.0824766892347242,0.998290504639824,0.997118439201018,0.996410946395925,0.996763435075102
"Preventive Behaviors (PB)","arow",50,0.0454992000866842,0.043001230716807,0.998076923076923,0.0824133204634325,0.998683732790322,0.997751833824047,0.997308249978742,0.997529491714432
"Preventive Behaviors (PB)","arow",100,0.0447814698812994,0.0429727216203659,0.998076923076923,0.0823605947019791,0.998871769920879,0.997756438225385,0.998025980184127,0.997891138924871
"Preventive Behaviors (PB)","averaged-perceptron",5,0.426721011328464,0.0667181258338202,0.827063789868668,0.121867061128391,0.804726415790841,0.997826942474887,0.601913057683704,0.720195483062642
"Preventive Behaviors (PB)","averaged-perceptron",10,0.155498942673735,0.0495015659180352,0.996225071225071,0.0941001957674968,0.952537322862909,0.992988571903121,0.887129054722333,0.933694044931255
"Preventive Behaviors (PB)","averaged-perceptron",50,0.0498054203748949,0.0431135110284891,0.996225071225071,0.082611772231868,0.996889719494632,0.99775352081036,0.992822577021173,0.995275556445012
"Preventive Behaviors (PB)","averaged-perceptron",100,0.0451403349839918,0.0429231973004029,0.996225071225071,0.0822606328479581,0.998154272393393,0.998029954696611,0.997487662412076,0.997754067891844
"Preventive Behaviors (PB)","l2sgd",5,0.052409781872106,0.0432282750455361,0.996225071225071,0.0828223446134792,0.953363534995403,0.99846915803692,0.990218215523962,0.994325121527918
"Preventive Behaviors (PB)","l2sgd",10,0.0490899074889745,0.0430849932994057,0.996225071225071,0.0825592570890115,0.988052789472379,1,0.993538089907093,0.996754476322978
"Preventive Behaviors (PB)","l2sgd",50,0.0441534259914752,0.04295310299209,0.998076923076923,0.0823234714086317,0.99856436820073,1,0.998654024073951,0.99932647825226
"Preventive Behaviors (PB)","l2sgd",100,0.0441534259914752,0.04295310299209,0.998076923076923,0.0823234714086317,0.998820750731695,0.999820627802691,0.998654024073951,0.999236792167143
"Preventive Behaviors (PB)","lbfgs",5,0.0441534259914752,0.0428710848283435,0.996225071225071,0.082166459631849,0.705187554869786,0.470155984491936,0.998474571404593,0.639272220694084
"Preventive Behaviors (PB)","lbfgs",10,0.052409781872106,0.0432282750455361,0.996225071225071,0.0828223446134792,0.988532214878564,1,0.990218215523962,0.995084857623645
"Preventive Behaviors (PB)","lbfgs",50,0.0437943997277789,0.0429391365242097,0.998076923076923,0.0822976041114256,0.9995557380463,0.999820547330642,0.999013050337647,0.999416466563973
"Preventive Behaviors (PB)","lbfgs",100,0.0437943997277789,0.0429391365242097,0.998076923076923,0.0822976041114256,0.9995557380463,0.999820547330642,0.999013050337647,0.999416466563973
"Preventive Behaviors (PB)","passive-aggressive",5,0.0566253058229331,0.0436064142794558,0.998076923076923,0.0835075229201355,0.992939831526303,0.999090181566641,0.986182144242493,0.992420686813052
"Preventive Behaviors (PB)","passive-aggressive",10,0.0435252609597657,0.0429281193860771,0.998076923076923,0.0822772859870934,0.999487337146326,0.999192744640059,0.99928218910566,0.999237436675453
"Preventive Behaviors (PB)","passive-aggressive",50,0.0431664360930979,0.0429129702608686,0.998076923076923,0.0822494236224011,0.999658202861914,0.999641295769266,0.999641013972328,0.999641094512136
"Preventive Behaviors (PB)","passive-aggressive",100,0.0431664360930979,0.0429129702608686,0.998076923076923,0.0822494236224011,0.999675299801561,0.999641295769266,0.999641013972328,0.999641094512136
"Risk Indicator (RI)","arow",5,0.0484026312852348,0.0475226123065265,1,0.0906957552178908,0.997743477046417,0.999231950844854,0.999076923076923,0.999154052582993
"Risk Indicator (RI)","arow",10,0.0479410928236963,0.0475041080659714,1,0.0906615418404602,0.998290504639824,0.999231950844854,0.999538461538461,0.999385088393543
"Risk Indicator (RI)","arow",50,0.0479410928236963,0.0475041080659714,1,0.0906615418404602,0.998683732790322,0.998318042813456,0.999538461538461,0.998926380368098
"Risk Indicator (RI)","arow",100,0.0479410928236963,0.0475041080659714,1,0.0906615418404602,0.998871769920879,0.999231950844854,0.999538461538461,0.999385088393543
"Risk Indicator (RI)","averaged-perceptron",5,0.532033434213288,0.0760830485758527,0.712445793036351,0.133077497103566,0.804726415790841,0.983778317054418,0.486850342544057,0.629706378974278
"Risk Indicator (RI)","averaged-perceptron",10,0.0920228038660629,0.0485953347165511,0.975001475376818,0.0925309658994579,0.952537322862909,0.980615749680684,0.952998989575046,0.965557229030118
"Risk Indicator (RI)","averaged-perceptron",50,0.0499380226185069,0.0467607847523039,0.981453088280044,0.0892309881120194,0.996889719494632,0.999845797995374,0.995698682429059,0.99776653037072
"Risk Indicator (RI)","averaged-perceptron",100,0.0497841764646608,0.0470327041332482,0.987423237533775,0.0897509591293937,0.998154272393393,1,0.996466496349597,0.998227653991623
"Risk Indicator (RI)","l2sgd",5,0.121925252469001,0.0424020023285306,0.81584450173343,0.0805910528523847,0.953363534995403,0.927067405278864,0.908946483242529,0.905979897776537
"Risk Indicator (RI)","l2sgd",10,0.0623952985586394,0.046343940220126,0.958872443118754,0.08837505339466,0.988052789472379,0.999836333878887,0.981089215866328,0.990252754415295
"Risk Indicator (RI)","l2sgd",50,0.0484031021177414,0.046689977472932,0.981453088280044,0.0891016978055691,0.99856436820073,0.999845916795069,0.997233602929824,0.9985378966193
"Risk Indicator (RI)","l2sgd",100,0.0476342261052067,0.0466519586870335,0.981453088280044,0.0890327350631425,0.998820750731695,0.999846272098386,0.998002478942359,0.998923252732383
"Risk Indicator (RI)","lbfgs",5,0.892001946400315,0.114772915724408,0.154496018784242,0.127651333796341,0.705187554869786,0.996923076923077,0.075268369297052,0.138314751812234
"Risk Indicator (RI)","lbfgs",10,0.0491713890455375,0.0467274745538726,0.981453088280044,0.0891696613363627,0.988532214878564,0.999845916795069,0.996465316002028,0.998152241403018
"Risk Indicator (RI)","lbfgs",50,0.0474795543621579,0.0474795543621579,1,0.0906172650441752,0.9995557380463,1,1,1
"Risk Indicator (RI)","lbfgs",100,0.0474795543621579,0.0474795543621579,1,0.0906172650441752,0.9995557380463,1,1,1
"Risk Indicator (RI)","passive-aggressive",5,0.0656302126064462,0.0451755193434467,0.923338158704804,0.0860816531555484,0.992939831526303,0.999533509152498,0.974776669224866,0.986694663300598
"Risk Indicator (RI)","passive-aggressive",10,0.0474795543621579,0.0474795543621579,1,0.0906172650441752,0.999487337146326,1,1,1
"Risk Indicator (RI)","passive-aggressive",50,0.0474795543621579,0.0474795543621579,1,0.0906172650441752,0.999658202861914,0.999692780337942,1,0.999846272098386
"Risk Indicator (RI)","passive-aggressive",100,0.0474795543621579,0.0474795543621579,1,0.0906172650441752,0.999675299801561,1,1,1
"Risk Perception (RP)","arow",5,0.0556378062364558,0.0538835957269389,1,0.102243771705192,0.997743477046417,0.993386773547094,0.998151950718686,0.995740365111562
"Risk Perception (RP)","arow",10,0.055227128618386,0.0538625917136721,1,0.102205721727711,0.998290504639824,0.996146044624746,0.998562628336756,0.99734693877551
"Risk Perception (RP)","arow",50,0.0537897569551416,0.0537897569551416,1,0.102073718433401,0.998683732790322,0.997565922920893,1,0.998775510204082
"Risk Perception (RP)","arow",100,0.0537897569551416,0.0537897569551416,1,0.102073718433401,0.998871769920879,0.997967479674797,1,0.998978549540347
"Risk Perception (RP)","averaged-perceptron",5,0.172656804755427,0.0327268708828018,0.504216312787741,0.0614514938290039,0.804726415790841,0.997777836194774,0.827749028097682,0.904816563181727
"Risk Perception (RP)","averaged-perceptron",10,0.126081692917166,0.0394118024262942,0.661902013330585,0.0743561277929299,0.952537322862909,0.999104560787616,0.891147621073803,0.941267659109001
