"Class","algorithm","max_iterations","G_Accuracy","G_Precision","G_Recall","G_F1","Accuracy","Precision","Recall","F1"
"Clinical History (CH)","arow",5,0.841695415008109,0.874740050771834,0.95455069124424,0.912288207351321,0.980667032402445,0.923736329460014,0.949003882254656,0.934853461904316
"Clinical History (CH)","arow",10,0.83750257997936,0.874108734402852,0.949395161290323,0.909729323499815,0.98094213243028,0.919590643274854,0.944811047225908,0.93087228128324
"Clinical History (CH)","arow",50,0.836759054498993,0.874223257240335,0.949193548387097,0.909383816171386,0.980939839947712,0.956837606837607,0.94406752174554,0.949053265575005
"Clinical History (CH)","arow",100,0.836432257113372,0.869945182374025,0.955443548387097,0.909779063441303,0.981491192516369,0.931399010346379,0.955505430242272,0.941850161850162
"Clinical History (CH)","averaged-perceptron",5,0.597396432257113,0.89597816399287,0.624222350230415,0.664219114219114,0.888119601688011,0.825852130325815,0.62235195832719,0.672396620222707
"Clinical History (CH)","averaged-perceptron",10,0.697732566710895,0.879670546878801,0.765697004608295,0.797457681970998,0.948865782969516,0.912197107188033,0.757982210428031,0.814982810556251
"Clinical History (CH)","averaged-perceptron",50,0.814468032827166,0.87148632913576,0.923790322580645,0.896146204110244,0.982048622598962,0.966190476190476,0.921776500073714,0.942150699542004
"Clinical History (CH)","averaged-perceptron",100,0.814468032827166,0.87148632913576,0.923790322580645,0.896146204110244,0.982325243573207,0.959447415329768,0.921776500073714,0.939352900580522
"Clinical History (CH)","l2sgd",5,0.523356430291415,0.876060606060606,0.526929723502304,0.577872704023285,0.958041939888236,0.915151515151515,0.520585778170917,0.597303921568627
"Clinical History (CH)","l2sgd",10,0.780907169885498,0.866478494623656,0.884994239631336,0.874886964569011,0.977072008154844,0.970053475935829,0.888215637132046,0.926893498658205
"Clinical History (CH)","l2sgd",50,0.798059364096516,0.868701124144672,0.904147465437788,0.885532070975619,0.981491557726469,0.964863763687293,0.905367831343064,0.933466950801222
"Clinical History (CH)","l2sgd",100,0.798059364096516,0.868701124144672,0.904147465437788,0.885532070975619,0.982599597326641,0.982510822510823,0.905367831343064,0.941635593752474
"Clinical History (CH)","lbfgs",5,0.377137942896457,0.857393939393939,0.337528801843318,0.429997533604637,0.94838598653073,0.903209109730849,0.350837879011254,0.449306599832916
"Clinical History (CH)","lbfgs",10,0.80858567988599,0.87053935943879,0.916647465437788,0.892539646733195,0.983704191843787,1,0.915894147132537,0.955950812472552
