"Class","algorithm","max_iterations","G_Accuracy","G_Precision","G_Recall","G_F1","Accuracy","Precision","Recall","F1"
"Clinical History (CH)","arow",5,0.99568932041476,1,0.99568932041476,0.997835071876519,0.994856043173706,0.979797658928389,0.99568932041476,0.987395480202076
"Clinical History (CH)","arow",10,0.997446508913163,1,0.997446508913163,0.998720572625913,0.995334552957522,0.979869057131268,0.997446508913163,0.988264485662837
"Clinical History (CH)","arow",50,0.997286764504217,1,0.997286764504217,0.998639706662573,0.998581552975435,0.99203896460293,0.997286764504217,0.994626492137172
"Clinical History (CH)","arow",100,0.997605489603819,1,0.997605489603819,0.998799323505838,0.998837900423534,0.993702969388798,0.997605489603819,0.995637426959097
"Clinical History (CH)","averaged-perceptron",5,0.917740917205474,1,0.917740917205474,0.956136613267901,0.903631382043289,0.948440248735976,0.917740917205474,0.931273305531132
"Clinical History (CH)","averaged-perceptron",10,0.989302207271879,1,0.989302207271879,0.994606866139564,0.976038157817089,0.965051860588926,0.989302207271879,0.976872786909809
"Clinical History (CH)","averaged-perceptron",50,0.997286764504217,1,0.997286764504217,0.998640861202514,0.996035051186768,0.997137420777737,0.997286764504217,0.997209340572483
"Clinical History (CH)","averaged-perceptron",100,0.997286764504217,1,0.997286764504217,0.998640861202514,0.997556171878818,0.998882681564246,0.997286764504217,0.998083321358263
"Clinical History (CH)","l2sgd",5,0.649677290788634,1,0.649677290788634,0.701432690240418,0.830488557142767,0.812968901517039,0.649677290788634,0.674473843339256
"Clinical History (CH)","l2sgd",10,0.802529396741818,1,0.802529396741818,0.826091127416849,0.886440320776738,0.870807183760455,0.802529396741818,0.806753179899606
"Clinical History (CH)","l2sgd",50,0.874797829321121,1,0.874797829321121,0.911207545671619,0.95402153059745,0.941248497679151,0.874797829321121,0.89688887640447
"Clinical History (CH)","l2sgd",100,0.986758916392294,1,0.986758916392294,0.993251860138092,0.988308938351957,0.977345990254434,0.986758916392294,0.98188283150486
"Clinical History (CH)","lbfgs",5,0.969799491284071,1,0.969799491284071,0.984649650505331,0.932150575262948,0.893528907050114,0.969799491284071,0.930033865412397
"Clinical History (CH)","lbfgs",10,0.991538498854953,1,0.991538498854953,0.995749890042408,0.994924118215624,0.991563061681505,0.991538498854953,0.99153956099379
"Clinical History (CH)","lbfgs",50,0.999043061591931,1,0.999043061591931,0.99952108529368,0.9996411132692,0.998883444469691,0.999043061591931,0.998962903488222
"Clinical History (CH)","lbfgs",100,0.999043061591931,1,0.999043061591931,0.99952108529368,0.9996411132692,0.998883444469691,0.999043061591931,0.998962903488222
"Clinical History (CH)","passive-aggressive",5,0.998563573589322,1,0.998563573589322,0.99928111730673,0.9964453791141,0.999361402997996,0.998563573589322,0.998962009378368
"Clinical History (CH)","passive-aggressive",10,0.998563573589322,1,0.998563573589322,0.99928111730673,0.998188532215163,0.999521531100478,0.998563573589322,0.999042105493707
"Clinical History (CH)","passive-aggressive",50,0.99872357277404,1,0.99872357277404,0.999361213191362,0.999709476195197,0.999202297058359,0.99872357277404,0.998962775489972
"Clinical History (CH)","passive-aggressive",100,0.99872357277404,1,0.99872357277404,0.999361213191362,0.999709476195197,0.999202297058359,0.99872357277404,0.998962775489972
"Disparity Indicators (DI)","arow",5,0.998688227649069,0.999831621081349,0.998856221255148,0.999343066594036,0.994856043173706,0.999326406417333,0.998856413609534,0.999091265993747
"Disparity Indicators (DI)","arow",10,0.998688250269148,0.999831621169431,0.998856243882836,0.999343197150457,0.995334552957522,0.999058608762186,0.998856436229614,0.998957434870643
"Disparity Indicators (DI)","arow",50,0.999428209611817,0.999831746114573,0.999596327687308,0.999713987388008,0.998581552975435,0.999697371579466,0.999596395572283,0.999646817116657
"Disparity Indicators (DI)","arow",100,0.999495481727525,0.999831757439842,0.999663611118763,0.99974764608521,0.998837900423534,0.999596796616139,0.999663667687991,0.99963008810475
"Disparity Indicators (DI)","averaged-perceptron",5,0.998587183642758,0.999831604400784,0.998755160229505,0.99929303403427,0.903631382043289,0.869691863250908,0.998755369603224,0.928704629714493
"Disparity Indicators (DI)","averaged-perceptron",10,0.998284442142739,0.999831553223893,0.998452367802911,0.999141253679768,0.976038157817089,0.978365907160882,0.998452628103205,0.988293725316551
"Disparity Indicators (DI)","averaged-perceptron",50,0.998990867280711,0.999831672472648,0.999158911779085,0.999495164752781,0.996035051186768,0.996817291793595,0.999159053241177,0.997985491342962
"Disparity Indicators (DI)","averaged-perceptron",100,0.999293591818524,0.999831723444965,0.999461687237768,0.999646641656848,0.997556171878818,0.998253892787489,0.99946177777899,0.998857212810357
"Disparity Indicators (DI)","l2sgd",5,0.998789016982537,0.999831638428142,0.998957027522246,0.999394086652968,0.830488557142767,0.819805492624387,0.998957202943003,0.887262172714163
"Disparity Indicators (DI)","l2sgd",10,0.998755392234723,0.999831632768365,0.998923397120363,0.999377261552294,0.886440320776738,0.889971866072187,0.998923578195189,0.929558279320666
"Disparity Indicators (DI)","l2sgd",50,0.998688154052938,0.999831621454549,0.998856147634247,0.999343619866346,0.95402153059745,0.943029029470386,0.998856340013404,0.96658289994182
"Disparity Indicators (DI)","l2sgd",100,0.998755414864314,0.999831632768347,0.998923419757568,0.999377261547041,0.988308938351957,0.990343553591741,0.99892360082478,0.994536247194473
"Disparity Indicators (DI)","lbfgs",5,0.973897483493102,0.999827336087226,0.974061306919867,0.986776125490657,0.932150575262948,0.99341583263694,0.974065669453568,0.983644883787097
