"Class","max_epochs","lstm_units","batch_size","G_Accuracy","G_Precision","G_Recall","G_F1","Accuracy","Precision","Recall","F1"
"Clinical History (CH)",5,32,16,0.130013268465281,NA,0,NA,0.585909862989496,NA,0,NA
"Clinical History (CH)",5,32,32,0.130013268465281,NA,0,NA,0.585909862989496,NA,0,NA
"Clinical History (CH)",5,32,64,0.130013268465281,NA,0,NA,0.585909862989496,NA,0,NA
"Clinical History (CH)",5,64,16,0.130013268465281,NA,0,NA,0.585909862989496,NA,0,NA
"Clinical History (CH)",5,64,32,0.130013268465281,NA,0,NA,0.585909862989496,NA,0,NA
"Clinical History (CH)",5,64,64,0.130013268465281,NA,0,NA,0.585909862989496,NA,0,NA
"Clinical History (CH)",10,32,16,0.130013268465281,NA,0,NA,0.585909862989496,NA,0,NA
"Clinical History (CH)",10,32,32,0.130013268465281,NA,0,NA,0.585909862989496,NA,0,NA
"Clinical History (CH)",10,32,64,0.130013268465281,NA,0,NA,0.585909862989496,NA,0,NA
"Clinical History (CH)",10,64,16,0.130013268465281,NA,0,NA,0.585909862989496,NA,0,NA
"Clinical History (CH)",10,64,32,0.130013268465281,NA,0,NA,0.585909862989496,NA,0,NA
"Clinical History (CH)",10,64,64,0.130013268465281,NA,0,NA,0.585909862989496,NA,0,NA
"Clinical History (CH)",50,32,16,0.130013268465281,NA,0,NA,0.585909862989496,NA,0,NA
"Clinical History (CH)",50,32,32,0.130013268465281,NA,0,NA,0.585909862989496,NA,0,NA
"Clinical History (CH)",50,32,64,0.130013268465281,NA,0,NA,0.585909862989496,NA,0,NA
"Clinical History (CH)",50,64,16,0.130013268465281,NA,0,NA,0.585909862989496,NA,0,NA
"Clinical History (CH)",50,64,32,0.130013268465281,NA,0,NA,0.585909862989496,NA,0,NA
"Clinical History (CH)",50,64,64,0.130013268465281,NA,0,NA,0.587851610562311,NA,0,NA
"Disparity Indicators (DI)",5,32,16,0.983022989349977,0.983022989349977,1,0.991434548879588,0.585909862989496,0.585909862989496,1,0.738893171973902
"Disparity Indicators (DI)",5,32,32,0.983022989349977,0.983022989349977,1,0.991434548879588,0.585909862989496,0.585909862989496,1,0.738893171973902
"Disparity Indicators (DI)",5,32,64,0.983022989349977,0.983022989349977,1,0.991434548879588,0.585909862989496,0.585909862989496,1,0.738893171973902
"Disparity Indicators (DI)",5,64,16,0.983022989349977,0.983022989349977,1,0.991434548879588,0.585909862989496,0.585909862989496,1,0.738893171973902
"Disparity Indicators (DI)",5,64,32,0.983022989349977,0.983022989349977,1,0.991434548879588,0.585909862989496,0.585909862989496,1,0.738893171973902
"Disparity Indicators (DI)",5,64,64,0.983022989349977,0.983022989349977,1,0.991434548879588,0.585909862989496,0.585909862989496,1,0.738893171973902
"Disparity Indicators (DI)",10,32,16,0.983022989349977,0.983022989349977,1,0.991434548879588,0.585909862989496,0.585909862989496,1,0.738893171973902
"Disparity Indicators (DI)",10,32,32,0.983022989349977,0.983022989349977,1,0.991434548879588,0.585909862989496,0.585909862989496,1,0.738893171973902
"Disparity Indicators (DI)",10,32,64,0.983022989349977,0.983022989349977,1,0.991434548879588,0.585909862989496,0.585909862989496,1,0.738893171973902
"Disparity Indicators (DI)",10,64,16,0.983022989349977,0.983022989349977,1,0.991434548879588,0.585909862989496,0.585909862989496,1,0.738893171973902
"Disparity Indicators (DI)",10,64,32,0.983022989349977,0.983022989349977,1,0.991434548879588,0.585909862989496,0.585909862989496,1,0.738893171973902
"Disparity Indicators (DI)",10,64,64,0.983022989349977,0.983022989349977,1,0.991434548879588,0.585909862989496,0.585909862989496,1,0.738893171973902
"Disparity Indicators (DI)",50,32,16,0.983022989349977,0.983022989349977,1,0.991434548879588,0.585909862989496,0.585909862989496,1,0.738893171973902
"Disparity Indicators (DI)",50,32,32,0.983022989349977,0.983022989349977,1,0.991434548879588,0.585909862989496,0.585909862989496,1,0.738893171973902
"Disparity Indicators (DI)",50,32,64,0.983022989349977,0.983022989349977,1,0.991434548879588,0.585909862989496,0.585909862989496,1,0.738893171973902
"Disparity Indicators (DI)",50,64,16,0.983022989349977,0.983022989349977,1,0.991434548879588,0.585909862989496,0.585909862989496,1,0.738893171973902
"Disparity Indicators (DI)",50,64,32,0.983022989349977,0.983022989349977,1,0.991434548879588,0.585909862989496,0.585909862989496,1,0.738893171973902
"Disparity Indicators (DI)",50,64,64,0.985387055543831,0.986780247951277,0.998547215496368,0.992614772165075,0.587851610562311,0.588340272949822,0.994799054373522,0.739325907555152
"Preventive Behaviors (PB)",5,32,16,0.0184508782125176,NA,0,NA,0.585909862989496,NA,0,NA
"Preventive Behaviors (PB)",5,32,32,0.0184508782125176,NA,0,NA,0.585909862989496,NA,0,NA
"Preventive Behaviors (PB)",5,32,64,0.0184508782125176,NA,0,NA,0.585909862989496,NA,0,NA
"Preventive Behaviors (PB)",5,64,16,0.0184508782125176,NA,0,NA,0.585909862989496,NA,0,NA
"Preventive Behaviors (PB)",5,64,32,0.0184508782125176,NA,0,NA,0.585909862989496,NA,0,NA
"Preventive Behaviors (PB)",5,64,64,0.0184508782125176,NA,0,NA,0.585909862989496,NA,0,NA
"Preventive Behaviors (PB)",10,32,16,0.0184508782125176,NA,0,NA,0.585909862989496,NA,0,NA
"Preventive Behaviors (PB)",10,32,32,0.0184508782125176,NA,0,NA,0.585909862989496,NA,0,NA
"Preventive Behaviors (PB)",10,32,64,0.0184508782125176,NA,0,NA,0.585909862989496,NA,0,NA
"Preventive Behaviors (PB)",10,64,16,0.0184508782125176,NA,0,NA,0.585909862989496,NA,0,NA
"Preventive Behaviors (PB)",10,64,32,0.0184508782125176,NA,0,NA,0.585909862989496,NA,0,NA
"Preventive Behaviors (PB)",10,64,64,0.0184508782125176,NA,0,NA,0.585909862989496,NA,0,NA
"Preventive Behaviors (PB)",50,32,16,0.0184508782125176,NA,0,NA,0.585909862989496,NA,0,NA
"Preventive Behaviors (PB)",50,32,32,0.0184508782125176,NA,0,NA,0.585909862989496,NA,0,NA
"Preventive Behaviors (PB)",50,32,64,0.0184508782125176,NA,0,NA,0.585909862989496,NA,0,NA
"Preventive Behaviors (PB)",50,64,16,0.0184508782125176,NA,0,NA,0.585909862989496,NA,0,NA
"Preventive Behaviors (PB)",50,64,32,0.0184508782125176,NA,0,NA,0.585909862989496,NA,0,NA
"Preventive Behaviors (PB)",50,64,64,0.0184508782125176,NA,0,NA,0.587851610562311,0,0,NA
"Risk Indicator (RI)",5,32,16,0.0304033485540335,NA,0,NA,0.585909862989496,NA,0,NA
"Risk Indicator (RI)",5,32,32,0.0304033485540335,NA,0,NA,0.585909862989496,NA,0,NA
"Risk Indicator (RI)",5,32,64,0.0304033485540335,NA,0,NA,0.585909862989496,NA,0,NA
"Risk Indicator (RI)",5,64,16,0.0304033485540335,NA,0,NA,0.585909862989496,NA,0,NA
"Risk Indicator (RI)",5,64,32,0.0304033485540335,NA,0,NA,0.585909862989496,NA,0,NA
"Risk Indicator (RI)",5,64,64,0.0304033485540335,NA,0,NA,0.585909862989496,NA,0,NA
"Risk Indicator (RI)",10,32,16,0.0304033485540335,NA,0,NA,0.585909862989496,NA,0,NA
"Risk Indicator (RI)",10,32,32,0.0304033485540335,NA,0,NA,0.585909862989496,NA,0,NA
