"Class","max_epochs","lstm_units","batch_size","G_Accuracy","G_Precision","G_Recall","G_F1","Accuracy","Precision","Recall","F1"
"Clinical History (CH)",5,32,16,0.082024397541192,1,0.082024397541192,0.167704922687635,0.503341030977308,0.183222025527614,0.082024397541192,0.140899460407892
"Clinical History (CH)",5,32,32,0.170838495605937,1,0.170838495605937,0.319003217989191,0.531230495129848,0.26797319283072,0.170838495605937,0.232703072859331
"Clinical History (CH)",5,32,64,0.106783769237778,1,0.106783769237778,0.214809362708378,0.524973696970117,0.193610205352028,0.106783769237778,0.157910074075956
"Clinical History (CH)",5,64,16,0.198603332150737,1,0.198603332150737,0.304941568341918,0.525116538776165,0.300538092899647,0.198603332150737,0.223979093371116
"Clinical History (CH)",5,64,32,0.186776628870898,1,0.186776628870898,0.283639223854392,0.511678715606882,0.239279009650082,0.186776628870898,0.202345376807393
"Clinical History (CH)",5,64,64,0.233772657445336,1,0.233772657445336,0.350626394065474,0.530088939412269,0.312292258599023,0.233772657445336,0.247830453286626
"Clinical History (CH)",10,32,16,0.112245176543494,1,0.112245176543494,0.179100299535897,0.523132159009255,0.265976183784485,0.112245176543494,0.139693380242912
"Clinical History (CH)",10,32,32,0.118347448496307,1,0.118347448496307,0.189826674705709,0.548391274926929,0.252537495171635,0.118347448496307,0.15291045023177
"Clinical History (CH)",10,32,64,0.178199934314314,1,0.178199934314314,0.292891689244125,0.514682563336335,0.185459319629358,0.178199934314314,0.196821584293529
"Clinical History (CH)",10,64,16,0.172817238256321,1,0.172817238256321,0.318977514274897,0.525460388416672,0.262528326466187,0.172817238256321,0.222335126798222
"Clinical History (CH)",10,64,32,0.230534799412957,1,0.230534799412957,0.345128349376415,0.527369581265816,0.357183684706303,0.230534799412957,0.24642514542617
"Clinical History (CH)",10,64,64,0.0976927828457308,1,0.0976927828457308,0.156153167172429,0.522081711707988,0.269367414251158,0.0976927828457308,0.130350169043941
"Clinical History (CH)",50,32,16,0.0884939141753839,1,0.0884939141753839,0.139637901599235,0.509958533861092,0.259322893349544,0.0884939141753839,0.120521758397697
"Clinical History (CH)",50,32,32,0.106784001720225,1,0.106784001720225,0.171887369246758,0.516854723177833,0.228858177977841,0.106784001720225,0.142065629531259
"Clinical History (CH)",50,32,64,0.102674257787337,1,0.102674257787337,0.164947599385465,0.508955843605831,0.266818102934315,0.102674257787337,0.138415660221369
"Clinical History (CH)",50,64,16,0.120980763862193,1,0.120980763862193,0.193969394071608,0.526054231024476,0.205346596420842,0.120980763862193,0.151172525211638
"Clinical History (CH)",50,64,32,0.159419227161191,1,0.159419227161191,0.205411149723373,0.510772792171488,0.169592601497016,0.159419227161191,0.133723686838632
"Clinical History (CH)",50,64,64,0.189602784518562,1,0.189602784518562,0.260280362551065,0.52935424494863,0.251299857600419,0.189602784518562,0.184739911938809
"Disparity Indicators (DI)",5,32,16,0.909996800555398,0.999720285457108,0.910224307166014,0.952097685751706,0.503341030977308,0.602280370602988,0.910248585691145,0.723518676043772
"Disparity Indicators (DI)",5,32,32,0.924252989214568,0.999725409806806,0.924485112692394,0.959606956544192,0.531230495129848,0.653497336823099,0.924504774350315,0.764641467459766
"Disparity Indicators (DI)",5,32,64,0.924879711825876,0.999726595430791,0.925112026788584,0.960588281222359,0.524973696970117,0.625190956198325,0.925131496961623,0.744550025121392
"Disparity Indicators (DI)",5,64,16,0.901086097939355,0.999787790216454,0.901247944741984,0.947284504654356,0.525116538776165,0.646619924027844,0.901211958315146,0.751547755455788
"Disparity Indicators (DI)",5,64,32,0.922736380328249,0.999795354687093,0.922904972879449,0.959292955412992,0.511678715606882,0.601789705909727,0.92286224070404,0.726974765082353
"Disparity Indicators (DI)",5,64,64,0.899454681715364,0.999797603248785,0.899616061119467,0.945575488873286,0.530088939412269,0.661900617658745,0.899580621326493,0.761315551702073
"Disparity Indicators (DI)",10,32,16,0.934006289613841,0.999729655828324,0.934241477706874,0.965298618914826,0.523132159009255,0.626503100376834,0.934258074749588,0.746416809812784
"Disparity Indicators (DI)",10,32,32,0.931929422573414,0.999728870453323,0.93216393215541,0.964188118200657,0.548391274926929,0.665454968505256,0.932181207709162,0.775130756228656
"Disparity Indicators (DI)",10,32,64,0.917985360947125,0.999724118630892,0.918215499857462,0.956913062058869,0.514682563336335,0.624595157480978,0.918237146082873,0.742057062516473
"Disparity Indicators (DI)",10,64,16,0.917645878191094,0.999721595183427,0.917874608042928,0.956034517657172,0.525460388416672,0.598181963347548,0.917897663326841,0.723119499719246
"Disparity Indicators (DI)",10,64,32,0.934541350962602,0.999729761592242,0.934776633177995,0.965584034585098,0.527369581265816,0.605943781252356,0.934793136098349,0.733064912002626
"Disparity Indicators (DI)",10,64,64,0.934446927193666,0.999729786825559,0.93468223420831,0.965531561926164,0.522081711707988,0.619680743369023,0.934698712329413,0.741750494448669
"Disparity Indicators (DI)",50,32,16,0.952203299874911,0.999734312613708,0.952442894566624,0.974646937275963,0.509958533861092,0.575637398451298,0.952455085010658,0.714906085519684
"Disparity Indicators (DI)",50,32,32,0.914024678848696,0.99972197641263,0.914253592201283,0.954311503671497,0.516854723177833,0.625913852342518,0.914276463984444,0.740907162599371
"Disparity Indicators (DI)",50,32,64,0.92821386459956,0.999727407302728,0.928447099722729,0.962191093100453,0.508955843605831,0.597177410990702,0.928465649735308,0.724712068096889
"Disparity Indicators (DI)",50,64,16,0.932810583987352,0.99972928794704,0.93304540067187,0.964701929297122,0.526054231024476,0.610165631603069,0.933062369123099,0.735523337149916
"Disparity Indicators (DI)",50,64,32,0.918300133205965,0.999724196356492,0.918530336556611,0.957085907020068,0.510772792171488,0.614771153894321,0.918551918341712,0.734429977737243
"Disparity Indicators (DI)",50,64,64,0.934321131286206,0.999729804650848,0.934556423490295,0.965487848001033,0.52935424494863,0.607031687599756,0.934572916421954,0.733898259928357
"Preventive Behaviors (PB)",5,32,16,0.113788717320462,1,0.113788717320462,0.200593164274308,0.503341030977308,0.20544922607185,0.113788717320462,0.142751818470815
